,team,position,Height,Weight,Birthdate,Full_name,age,First_name,Last_name,player
222,SA,G/F,"6'6""",205,7/28/1977, Manu  Ginobili,39.7563312799,Manu,Ginobili,M. GinobiliM. Ginobili
223,UTA,C,"7'1""",245,6/26/1992, Rudy  Gobert,24.8432580424,Rudy,Gobert,R. GobertR. Gobert
224,WSH,F/C,"6'10""",250,9/24/1981, Drew  Gooden,35.5975359343,Drew,Gooden,D. GoodenD. Gooden
225,PHX,G,"6'5""",200,8/17/1994, Archie  Goodwin,22.7022587269,Archie,Goodwin,A. GoodwinA. Goodwin
226,ORL,PF,"6'9""",220,9/16/1995, Aaron  Gordon,21.620807666,Aaron,Gordon,A. GordonA. Gordon
227,ORL,SG,"6'3""",205,4/04/1983, Ben  Gordon,34.0725530459,Ben,Gordon,B. GordonB. Gordon
228,PHI,PF,"6'9""",245,7/12/1990, Drew  Gordon,26.8008213552,Drew,Gordon,D. GordonD. Gordon
229,NO,SG,"6'4""",215,12/25/1988, Eric  Gordon,28.3449691992,Eric,Gordon,E. GordonE. Gordon
230,WSH,C,"6'11""",240,2/17/1984, Marcin  Gortat,33.1991786448,Marcin,Gortat,M. GortatM. Gortat
231,PHX,SF,"6'9""",222,4/20/1983, Danny  Granger,34.0287474333,Danny,Granger,D. GrangerD. Granger
232,PHI,F,"6'8""",210,3/12/1994, Jerami  Grant,23.1348391513,Jerami,Grant,J. GrantJ. Grant
233,FA,C,"7'0""",270,12/07/1984, Aaron  Gray,32.3942505133,Aaron,Gray,A. GrayA. Gray
234,SA,G/F,"6'6""",210,6/22/1987, Danny  Green,29.8562628337,Danny,Green,D. GreenD. Green
235,GS,F,"6'7""",230,3/04/1990, Draymond  Green,27.1567419576,Draymond,Green,D. GreenD. Green
236,DEN,G,"6'4""",184,5/09/1991, Erick  Green,25.9767282683,Erick,Green,E. GreenE. Green
237,PHX,G/F,"6'8""",205,1/26/1986, Gerald  Green,31.2580424367,Gerald,Green,G. GreenG. Green
238,MEM,PF,"6'8""",240,6/21/1990, JaMychal  Green,26.8583162218,JaMychal,Green,J. GreenJ. Green
239,MEM,G/F,"6'9""",235,8/28/1986, Jeff  Green,30.6721423682,Jeff,Green,J. GreenJ. Green
240,ORL,SG,"6'3""",205,7/28/1981, Willie  Green,35.7563312799,Willie,Green,W. GreenW. Green
241,LAC,F/C,"6'10""",251,3/16/1989, Blake  Griffin,28.1232032854,Blake,Griffin,B. GriffinB. Griffin
242,FA,SF,"6'8""",205,5/26/1990, Eric  Griffin,26.9295003422,Eric,Griffin,E. GriffinE. Griffin
243,MIL,PG,"6'3""",195,12/27/1988, Jorge  Gutierrez,28.3394934976,Jorge,Gutierrez,J. GutierrezJ. Gutierrez
244,CHA,G/F,"6'6""",220,12/24/1992, P.J.  Hairston,24.34770705,P.J.,Hairston,P. HairstonP. Hairston
245,LAC,SF,"6'7""",220,10/06/1990, Jordan  Hamilton,26.5653661875,Jordan,Hamilton,J. HamiltonJ. Hamilton
246,MIN,F/C,"7'0""",255,4/01/1990, Justin  Hamilton,27.0800821355,Justin,Hamilton,J. HamiltonJ. Hamilton
247,FA,SG,"6'6""",200,1/30/1990, Luke  Hancock,27.2470910335,Luke,Hancock,L. HancockL. Hancock
248,FA,G,"6'3""",203,12/23/1987, Ben  Hansbrough,29.3524982888,Ben,Hansbrough,B. HansbroughB. Hansbrough
249,TOR,F/C,"6'9""",250,11/03/1985, Tyler  Hansbrough,31.4880219028,Tyler,Hansbrough,T. HansbroughT. Hansbrough
250,NY,G/F,"6'6""",205,3/16/1992, Tim  Hardaway Jr.,25.1225188227,Tim,Hardaway Jr.,T. Hardaway Jr.T. Hardaway Jr.
251,HOU,G/F,"6'5""",220,8/26/1989, James  Harden,27.6769336071,James,Harden,J. HardenJ. Harden
252,ORL,SF,"6'9""",215,5/11/1993, Maurice  Harkless,23.9698836413,Maurice,Harkless,M. HarklessM. Harkless
253,FA,F/C,"6'10""",275,2/12/1989, Josh  Harrellson,28.2108145106,Josh,Harrellson,J. HarrellsonJ. Harrellson
254,FA,F/C,"6'9""",260,2/17/1980, Al  Harrington,37.1991786448,Al,Harrington,A. HarringtonA. Harrington
255,DAL,G,"6'3""",185,2/27/1983, Devin  Harris,34.1711156742,Devin,Harris,D. HarrisD. Harris
256,DEN,SG,"6'4""",210,9/14/1994, Gary  Harris,22.6255989049,Gary,Harris,G. HarrisG. Harris
257,CLE,SG,"6'6""",225,9/07/1991, Joe  Harris,25.6454483231,Joe,Harris,J. HarrisJ. Harris
258,ORL,F,"6'9""",235,7/15/1992, Tobias  Harris,24.7912388775,Tobias,Harris,T. HarrisT. Harris
259,MIA,PF,"6'8""",235,6/09/1980, Udonis  Haslem,36.8898015058,Udonis,Haslem,U. HaslemU. Haslem
260,CHA,F/C,"7'1""",245,4/28/1988, Spencer  Hawes,29.0047912389,Spencer,Hawes,S. HawesS. Hawes
261,TOR,F/C,"6'6""",242,6/11/1983, Chuck  Hayes,33.8863791923,Chuck,Hayes,C. HayesC. Hayes
262,UTA,G/F,"6'8""",225,3/23/1990, Gordon  Hayward,27.1047227926,Gordon,Hayward,G. HaywardG. Hayward
263,CLE,C,"7'0""",263,11/27/1979, Brendan  Haywood,37.4236824093,Brendan,Haywood,B. HaywoodB. Haywood
264,CHA,G/F,"6'5""",215,12/09/1987, Gerald  Henderson,29.3908281999,Gerald,Henderson,G. HendersonG. Henderson
265,LAL,G/F,"6'6""",220,3/15/1991, Xavier  Henry,26.1273100616,Xavier,Henry,X. HenryX. Henry
266,MIL,F/C,"6'11""",230,12/28/1990, John  Henson,26.3381245722,John,Henson,J. HensonJ. Henson
267,FA,PG,"6'2""",180,6/19/1990, Brady  Heslip,26.8637919233,Brady,Heslip,B. HeslipB. Heslip
268,IND,C,"7'2""",275,12/11/1986, Roy  Hibbert,30.3846680356,Roy,Hibbert,R. HibbertR. Hibbert
269,DEN,F/C,"6'9""",242,9/04/1988, J.J.  Hickson,28.6516084873,J.J.,Hickson,J. HicksonJ. Hickson
270,WSH,F/C,"6'11""",250,9/13/1982, Nene  Hilario,34.6283367556,Nene,Hilario,N. HilarioN. Hilario
271,IND,G,"6'3""",192,5/04/1986, George  Hill,30.9897330595,George,Hill,G. HillG. Hill
272,LAL,F/C,"6'10""",235,7/27/1987, Jordan  Hill,29.7604380561,Jordan,Hill,J. HillJ. Hill
273,IND,G/F,"6'7""",225,3/18/1991, Solomon  Hill,26.1190965092,Solomon,Hill,S. HillS. Hill
274,CHI,G,"6'4""",190,1/02/1981, Kirk  Hinrich,36.3230663929,Kirk,Hinrich,K. HinrichK. Hinrich
275,NO,PG,"6'4""",205,6/12/1990, Jrue  Holiday,26.8829568789,Jrue,Holiday,J. HolidayJ. Holiday
276,GS,G/F,"6'6""",185,4/05/1989, Justin  Holiday,28.0684462697,Justin,Holiday,J. HolidayJ. Holiday
277,FA,SG,"6'5""",205,11/06/1988, John  Holland,28.4791238877,John,Holland,J. HollandJ. Holland
278,SAC,C,"7'0""",240,10/10/1984, Ryan  Hollins,32.553045859,Ryan,Hollins,R. HollinsR. Hollins
279,FA,SG,"6'4""",195,12/06/1991, Stephen  Holt,25.3990417522,Stephen,Holt,S. HoltS. Holt
280,UTA,G/F,"6'8""",215,10/20/1992, Rodney  Hood,24.5256673511,Rodney,Hood,R. HoodR. Hood
281,FA,SG,"6'7""",200,8/08/1989, Scotty  Hopson,27.7262149213,Scotty,Hopson,S. HopsonS. Hopson
282,ATL,F/C,"6'10""",245,6/03/1986, Al  Horford,30.9075975359,Al,Horford,A. HorfordA. Horford
283,HOU,F/C,"6'11""",265,12/08/1985, Dwight  Howard,31.3921971253,Dwight,Howard,D. HowardD. Howard
284,LAC,G,"6'3""",190,8/07/1984, Lester  Hudson,32.7282683094,Lester,Hudson,L. HudsonL. Hudson
285,FA,SF,"6'7""",230,12/19/1991, Josh  Huestis,25.363449692,Josh,Huestis,J. HuestisJ. Huestis
286,MIN,F,"6'8""",220,3/08/1989, Robbie  Hummel,28.1451060917,Robbie,Hummel,R. HummelR. Hummel
287,WSH,F/C,"6'9""",235,2/06/1985, Kris  Humphries,32.2272416153,Kris,Humphries,K. HumphriesK. Humphries
288,OKC,F/C,"6'10""",245,9/18/1989, Serge  Ibaka,27.613963039,Serge,Ibaka,S. IbakaS. Ibaka
289,GS,G/F,"6'6""",215,1/28/1984, Andre  Iguodala,33.2539356605,Andre,Iguodala,A. IguodalaA. Iguodala
290,DET,F,"6'10""",235,5/15/1987, Ersan  Ilyasova,29.9603011636,Ersan,Ilyasova,E. IlyasovaE. Ilyasova
291,UTA,G/F,"6'8""",209,10/02/1987, Joe  Ingles,29.5770020534,Joe,Ingles,J. InglesJ. Ingles
292,MIL,SF,"6'8""",225,5/20/1995, Damien  Inglis,21.9466119097,Damien,Inglis,D. InglisD. Inglis
293,CLE,G,"6'3""",193,3/23/1992, Kyrie  Irving,25.1033538672,Kyrie,Irving,K. IrvingK. Irving
294,BKN,G,"6'3""",200,10/28/1983, Jarrett  Jack,33.5058179329,Jarrett,Jack,J. JackJ. Jack
295,FA,PG,"6'1""",174,2/08/1992, Joe  Jackson,25.2238193018,Joe,Jackson,J. JacksonJ. Jackson
296,DET,G,"6'3""",208,4/16/1990, Reggie  Jackson,27.0390143737,Reggie,Jackson,R. JacksonR. Jackson
297,DAL,F/C,"6'10""",230,2/07/1985, Bernard  James,32.2245037645,Bernard,James,B. JamesB. James
298,FA,SF,"6'7""",225,10/07/1987, Damion  James,29.5633127995,Damion,James,D. JamesD. James
299,CLE,F,"6'8""",250,12/30/1984, LeBron  James,32.3312799452,LeBron,James,L. JamesL. James
300,FA,PG,"6'2""",188,6/23/1975, Mike  James,41.8535249829,Mike,James,M. JamesM. James
301,FA,G/F,"6'5""",210,8/05/1985, Othyus  Jeffers,31.7344284736,Othyus,Jeffers,O. JeffersO. Jeffers
302,CHA,F/C,"6'10""",289,1/04/1985, Al  Jefferson,32.3175906913,Al,Jefferson,A. JeffersonA. Jefferson
303,BKN,PF,"6'9""",218,12/26/1990, Cory  Jefferson,26.3436002738,Cory,Jefferson,C. JeffersonC. Jefferson
304,DAL,SF,"6'7""",230,6/21/1980, Richard  Jefferson,36.8569472964,Richard,Jefferson,R. JeffersonR. Jefferson
305,ATL,G/F,"6'4""",202,3/06/1991, John  Jenkins,26.1519507187,John,Jenkins,J. JenkinsJ. Jenkins
306,FA,PG,"6'3""",195,9/06/1986, Michael  Jenkins,30.6475017112,Michael,Jenkins,M. JenkinsM. Jenkins
307,DET,PG,"6'1""",169,9/23/1989, Brandon  Jennings,27.6002737851,Brandon,Jennings,B. JenningsB. Jennings
308,BOS,F,"6'10""",231,3/02/1987, Jonas  Jerebko,30.1629021218,Jonas,Jerebko,J. JerebkoJ. Jerebko
309,UTA,PF,"6'10""",232,7/08/1993, Grant  Jerrett,23.8110882957,Grant,Jerrett,G. JerrettG. Jerrett
310,TOR,F/C,"6'9""",210,5/01/1987, Amir  Johnson,29.9986310746,Amir,Johnson,A. JohnsonA. Johnson
311,FA,C,"7'0""",235,7/17/1985, Chris  Johnson,31.7864476386,Chris,Johnson,C. JohnsonC. Johnson
312,UTA,F,"6'6""",201,4/29/1990, Chris  Johnson,27.0034223135,Chris,Johnson,C. JohnsonC. Johnson
313,FA,SG,"6'3""",203,8/09/1992, Geron  Johnson,24.7227926078,Geron,Johnson,G. JohnsonG. Johnson
314,FA,F/C,"6'8""",255,4/10/1984, Ivan  Johnson,33.054072553,Ivan,Johnson,I. JohnsonI. Johnson
315,TOR,F,"6'9""",250,2/20/1987, James  Johnson,30.1902806297,James,Johnson,J. JohnsonJ. Johnson
316,BKN,G/F,"6'7""",240,6/29/1981, Joe  Johnson,35.8357289528,Joe,Johnson,J. JohnsonJ. Johnson
317,HOU,SG,"6'3""",200,12/22/1992, Nick  Johnson,24.3531827515,Nick,Johnson,N. JohnsonN. Johnson
318,FA,SG,"6'5""",215,8/30/1984, Trey  Johnson,32.6652977413,Trey,Johnson,T. JohnsonT. Johnson
319,MIA,SG,"6'3""",190,5/07/1992, Tyler  Johnson,24.9801505818,Tyler,Johnson,T. JohnsonT. Johnson
320,LAL,G/F,"6'7""",215,7/11/1987, Wesley  Johnson,29.8042436687,Wesley,Johnson,W. JohnsonW. Johnson
321,FA,C,"6'11""",253,2/19/1995, Nikola  Jokic,22.1930184805,Nikola,Jokic,N. JokicN. Jokic
322,LAC,G/F,"6'6""",225,12/27/1980, Dahntay  Jones,36.3394934976,Dahntay,Jones,D. JonesD. Jones
323,CLE,G/F,"6'8""",215,10/04/1980, James  Jones,36.5694729637,James,Jones,J. JonesJ. Jones
324,FA,F,"6'8""",260,8/25/1989, Kevin  Jones,27.6796714579,Kevin,Jones,K. JonesK. Jones
325,OKC,F,"6'11""",235,9/24/1991, Perry  Jones,25.5989048597,Perry,Jones,P. JonesP. Jones
326,FA,PF,"6'8""",236,3/25/1992, Shawn  Jones,25.0978781656,Shawn,Jones,S. JonesS. Jones
327,FA,F/C,"6'10""",235,7/16/1984, Solomon  Jones,32.7885010267,Solomon,Jones,S. JonesS. Jones
328,HOU,F,"6'9""",252,1/09/1992, Terrence  Jones,25.3059548255,Terrence,Jones,T. JonesT. Jones
329,LAC,C,"6'11""",265,7/21/1988, DeAndre  Jordan,28.7748117728,DeAndre,Jordan,D. JordanD. Jordan
330,BKN,C,"7'0""",253,9/29/1986, Jerome  Jordan,30.5845311431,Jerome,Jordan,J. JordanJ. Jordan
331,SA,PG,"6'3""",185,8/20/1991, Cory  Joseph,25.6947296372,Cory,Joseph,C. JosephC. Joseph
332,POR,F/C,"7'0""",265,4/28/1982, Chris  Kaman,35.0061601643,Chris,Kaman,C. KamanC. Kaman
333,OKC,C,"6'11""",245,5/20/1992, Enes  Kanter,24.9445585216,Enes,Kanter,E. KanterE. Kanter
334,FA,G/F,"6'8""",215,2/04/1981, Jason  Kapono,36.2327173169,Jason,Kapono,J. KaponoJ. Kapono
335,FA,SF,"6'9""",236,5/13/1990, Ilkan  Karaman,26.9650924025,Ilkan,Karaman,I. KaramanI. Karaman
336,BKN,G/F,"6'7""",208,10/26/1993, Sergey  Karasev,23.5099247091,Sergey,Karasev,S. KarasevS. Karasev
337,LAL,F,"6'11""",230,4/09/1991, Ryan  Kelly,26.0588637919,Ryan,Kelly,R. KellyR. Kelly
338,CHA,SF,"6'7""",232,9/26/1993, Michael  Kidd-Gilchrist,23.5920602327,Michael,Kidd-Gilchrist,M. Kidd-GilchristM. Kidd-Gilchrist
339,MIN,SG,"6'4""",210,1/06/1990, Sean  Kilpatrick,27.3127994524,Sean,Kilpatrick,S. KilpatrickS. Kilpatrick
340,PHI,F,"6'9""",235,2/18/1981, Andrei  Kirilenko,36.1943874059,Andrei,Kirilenko,A. KirilenkoA. Kirilenko
341,NY,C,"7'0""",245,11/14/1991, Alex  Kirk,25.4592744695,Alex,Kirk,A. KirkA. Kirk
342,PHX,G,"6'3""",189,12/02/1991, Brandon  Knight,25.4099931554,Brandon,Knight,B. KnightB. Knight
343,ATL,G/F,"6'7""",212,3/17/1981, Kyle  Korver,36.1204654346,Kyle,Korver,K. KorverK. Korver
344,MEM,F/C,"7'0""",265,2/24/1989, Kosta  Koufos,28.1779603012,Kosta,Koufos,K. KoufosK. Koufos
345,GS,C,"7'0""",251,5/16/1990, Ognjen  Kuzmic,26.9568788501,Ognjen,Kuzmic,O. KuzmicO. Kuzmic
346,FA,PF,"6'10""",200,2/11/1992, Louis  Labeyrie,25.2156057495,Louis,Labeyrie,L. LabeyrieL. Labeyrie
347,FA,SG,"6'4""",200,11/06/1991, Doron  Lamb,25.4811772758,Doron,Lamb,D. LambD. Lamb
348,OKC,G/F,"6'5""",185,5/30/1992, Jeremy  Lamb,24.9171800137,Jeremy,Lamb,J. LambJ. Lamb
349,SAC,F,"6'9""",248,9/19/1983, Carl  Landry,33.6125941136,Carl,Landry,C. LandryC. Landry
350,NY,PG,"5'11""",176,10/02/1992, Shane  Larkin,24.5749486653,Shane,Larkin,S. LarkinS. Larkin
351,FA,F,"6'8""",260,9/11/1988, Dallas  Lauderdale,28.6324435318,Dallas,Lauderdale,D. LauderdaleD. Lauderdale
352,DEN,F/C,"6'11""",220,9/30/1991, Joffrey  Lauvergne,25.582477755,Joffrey,Lauvergne,J. LauvergneJ. Lauvergne
353,MIN,PG,"6'5""",183,3/10/1995, Zach  LaVine,22.1409993155,Zach,LaVine,Z. LaVineZ. LaVine
354,DEN,PG,"5'11""",195,11/03/1987, Ty  Lawson,29.4893908282,Ty,Lawson,T. LawsonT. Lawson
355,NY,SG,"6'7""",200,9/10/1992, Ricky  Ledo,24.6351813826,Ricky,Ledo,R. LedoR. Ledo
356,MEM,G/F,"6'5""",200,10/03/1985, Courtney  Lee,31.5728952772,Courtney,Lee,C. LeeC. Lee
357,GS,F/C,"6'9""",245,4/29/1983, David  Lee,34.0041067762,David,Lee,D. LeeD. Lee
358,PHI,SG,"6'6""",200,5/22/1990, Malcolm  Lee,26.9404517454,Malcolm,Lee,M. LeeM. Lee
359,PHX,C,"7'1""",260,6/16/1993, Alex  Len,23.871321013,Alex,Len,A. LenA. Len
360,SA,G/F,"6'7""",230,6/29/1991, Kawhi  Leonard,25.8370978782,Kawhi,Leonard,K. LeonardK. Leonard
361,POR,F/C,"7'1""",255,2/27/1992, Meyers  Leonard,25.1718001369,Meyers,Leonard,M. LeonardM. Leonard
362,MEM,F/C,"6'10""",228,5/14/1989, Jon  Leuer,27.961670089,Jon,Leuer,J. LeuerJ. Leuer
363,FA,F,"6'10""",235,8/08/1979, Rashard  Lewis,37.7275838467,Rashard,Lewis,R. LewisR. Lewis
364,POR,PG,"6'3""",195,7/15/1990, Damian  Lillard,26.7926078029,Damian,Lillard,D. LillardD. Lillard
365,LAL,G,"6'3""",200,8/23/1988, Jeremy  Lin,28.6844626968,Jeremy,Lin,J. LinJ. Lin
366,GS,G,"6'7""",182,9/11/1985, Shaun  Livingston,31.6331279945,Shaun,Livingston,S. LivingstonS. Livingston
367,BKN,C,"7'0""",275,4/01/1988, Brook  Lopez,29.0787132101,Brook,Lopez,B. LopezB. Lopez
368,POR,C,"7'0""",265,4/01/1988, Robin  Lopez,29.0787132101,Robin,Lopez,R. LopezR. Lopez
369,CLE,F/C,"6'10""",243,9/07/1988, Kevin  Love,28.643394935,Kevin,Love,K. LoveK. Love
370,TOR,PG,"6'0""",205,3/25/1986, Kyle  Lowry,31.099247091,Kyle,Lowry,K. LowryK. Lowry
371,MEM,PG,"6'1""",195,5/24/1989, Kalin  Lucas,27.9342915811,Kalin,Lucas,K. LucasK. Lucas
372,DET,PG,"5'11""",166,11/21/1982, John  Lucas III,34.4394250513,John,Lucas III,J. Lucas IIIJ. Lucas III
373,ATL,PG,"6'3""",203,4/22/1990, Shelvin  Mack,27.022587269,Shelvin,Mack,S. MackS. Mack
374,FA,PF,"6'10""",227,9/25/1987, Vernon  Macklin,29.5961670089,Vernon,Macklin,V. MacklinV. Macklin
375,FA,PF,"6'9""",210,3/19/1991, Chukwudiebere  Maduabum,26.1163586585,Chukwudiebere,Maduabum,C. MaduabumC. Maduabum
376,IND,C,"6'11""",255,11/05/1986, Ian  Mahinmi,30.4832306639,Ian,Mahinmi,I. MahinmiI. Mahinmi
377,ORL,G/F,"6'6""",200,9/21/1992, Devyn  Marble,24.605065024,Devyn,Marble,D. MarbleD. Marble
378,CLE,G/F,"6'7""",228,5/07/1978, Shawn  Marion,38.9815195072,Shawn,Marion,S. MarionS. Marion
379,PHX,PG,"6'4""",200,8/19/1991, Kendall  Marshall,25.697467488,Kendall,Marshall,K. MarshallK. Marshall
380,DET,G/F,"6'7""",220,11/20/1984, Cartier  Martin,32.4407939767,Cartier,Martin,C. MartinC. Martin
381,MIL,F/C,"6'9""",225,12/30/1977, Kenyon  Martin,39.3319644079,Kenyon,Martin,K. MartinK. Martin
382,MIN,G/F,"6'7""",204,2/01/1983, Kevin  Martin,34.2422997947,Kevin,Martin,K. MartinK. Martin
383,POR,G/F,"6'5""",214,10/14/1986, Wesley  Matthews,30.5434633812,Wesley,Matthews,W. MatthewsW. Matthews
384,CHA,F/C,"6'7""",260,2/18/1983, Jason  Maxiell,34.1957563313,Jason,Maxiell,J. MaxiellJ. Maxiell
385,MIL,G,"6'5""",200,11/05/1987, O.J.  Mayo,29.4839151266,O.J.,Mayo,O. MayoO. Mayo
386,PHI,F,"6'8""",230,9/09/1986, Luc Richard  Mbah a Moute,30.6392881588,Luc, Mbah a Moute,L.  Mbah a MouteL.  Mbah a Moute
387,FA,C,"7'0""",255,12/30/1980, DJ  Mbenga,36.3312799452,DJ,Mbenga,D. MbengaD. Mbenga
388,GS,PF,"6'9""",230,1/04/1993, James Michael  McAdoo,24.3175906913,James, McAdoo,J.  McAdooJ.  McAdoo
389,SAC,PG,"6'3""",190,6/12/1991, Ray  McCallum,25.8836413415,Ray,McCallum,R. McCallumR. McCallum
390,POR,G,"6'3""",190,9/19/1991, C.J.  McCollum,25.6125941136,C.J.,McCollum,C. McCollumC. McCollum
391,HOU,SF,"6'6""",200,2/09/1993, K.J.  McDaniels,24.219028063,K.J.,McDaniels,K. McDanielsK. McDaniels
392,CHI,SF,"6'8""",225,1/03/1992, Doug  McDermott,25.3223819302,Doug,McDermott,D. McDermottD. McDermott
393,OKC,F/C,"6'10""",255,6/06/1992, Mitch  McGary,24.8980150582,Mitch,McGary,M. McGaryM. McGary
394,PHI,C,"7'0""",252,1/19/1988, JaVale  McGee,29.2785763176,JaVale,McGee,J. McGeeJ. McGee
395,FA,SG,"6'4""",205,7/29/1991, Rodney  McGruder,25.7549623546,Rodney,McGruder,R. McGruderR. McGruder
396,SAC,SG,"6'5""",195,2/11/1993, Ben  McLemore,24.2135523614,Ben,McLemore,B. McLemoreB. McLemore
397,PHX,G,"6'3""",196,6/01/1987, Jerel  McNeal,29.9137577002,Jerel,McNeal,J. McNealJ. McNeal
398,FA,SG,"6'6""",185,3/28/1991, Jordan  McRae,26.0917180014,Jordan,McRae,J. McRaeJ. McRae
399,MIA,F/C,"6'10""",240,2/28/1987, Josh  McRoberts,30.1683778234,Josh,McRoberts,J. McRobertsJ. McRoberts
400,DET,SG,"6'4""",210,8/21/1987, Jodie  Meeks,29.6919917864,Jodie,Meeks,J. MeeksJ. Meeks
401,NO,G,"6'3""",202,3/04/1988, Gal  Mekel,29.1553730322,Gal,Mekel,G. MekelG. Mekel
402,FA,F,"6'9""",235,9/07/1983, Pops  Mensah-Bonsu,33.6454483231,Pops,Mensah-Bonsu,P. Mensah-BonsuP. Mensah-Bonsu
403,FA,PG,"6'6""",202,1/13/1994, Vasilije  Micic,23.2936344969,Vasilije,Micic,V. MicicV. Micic
404,MIL,G/F,"6'7""",225,8/12/1991, Khris  Middleton,25.7166324435,Khris,Middleton,K. MiddletonK. Middleton
405,IND,G/F,"6'6""",225,3/18/1987, C.J.  Miles,30.1190965092,C.J.,Miles,C. MilesC. Miles
406,SAC,G,"6'2""",200,3/19/1976, Andre  Miller,41.1143052704,Andre,Miller,A. MillerA. Miller
407,NO,G/F,"6'8""",225,3/21/1990, Darius  Miller,27.1101984942,Darius,Miller,D. MillerD. Miller
408,CLE,G/F,"6'8""",218,2/19/1980, Mike  Miller,37.1937029432,Mike,Miller,M. MillerM. Miller
409,DET,SF,"6'10""",220,11/18/1992, Quincy  Miller,24.4462696783,Quincy,Miller,Q. MillerQ. Miller
410,SA,PG,"6'0""",180,8/11/1988, Patty  Mills,28.7173169062,Patty,Mills,P. MillsP. Mills
411,UTA,G/F,"6'6""",210,8/12/1987, Elijah  Millsap,29.7166324435,Elijah,Millsap,E. MillsapE. Millsap
412,ATL,F/C,"6'8""",246,2/10/1985, Paul  Millsap,32.2162902122,Paul,Millsap,P. MillsapP. Millsap
413,CHI,F,"6'10""",220,2/11/1991, Nikola  Mirotic,26.2149212868,Nikola,Mirotic,N. MiroticN. Mirotic
414,FA,PF,"6'8""",235,6/26/1992, Akil  Mitchell,24.8432580424,Akil,Mitchell,A. MitchellA. Mitchell
415,PHX,F,"6'9""",235,4/07/1992, Tony  Mitchell,25.0622861054,Tony,Mitchell,T. MitchellT. Mitchell
416,CHI,C,"6'10""",250,9/05/1977, Nazr  Mohammed,39.6495550992,Nazr,Mohammed,N. MohammedN. Mohammed
417,DET,F/C,"6'11""",250,6/04/1990, Greg  Monroe,26.9048596851,Greg,Monroe,G. MonroeG. Monroe
418,CHI,G,"6'4""",191,2/25/1989, E'Twaun  Moore,28.1752224504,E'Twaun,Moore,E. MooreE. Moore
419,SAC,PF,"6'10""",218,12/24/1991, Eric  Moreland,25.3497604381,Eric,Moreland,E. MorelandE. Moreland
420,BKN,G,"6'4""",195,1/03/1991, Darius  Morris,26.3216974675,Darius,Morris,D. MorrisD. Morris
421,PHX,F,"6'9""",235,9/02/1989, Marcus  Morris,27.6577686516,Marcus,Morris,M. MorrisM. Morris
422,PHX,F/C,"6'10""",245,9/02/1989, Markieff  Morris,27.6577686516,Markieff,Morris,M. MorrisM. Morris
423,OKC,G/F,"6'6""",210,9/27/1985, Anthony  Morrow,31.5893223819,Anthony,Morrow,A. MorrowA. Morrow
424,HOU,F,"7'0""",222,9/20/1990, Donatas  Motiejunas,26.6091718001,Donatas,Motiejunas,D. MotiejunasD. Motiejunas
425,FA,PF,"6'10""",235,10/16/1990, Brock  Motum,26.5379876797,Brock,Motum,B. MotumB. Motum
426,FA,PF,"6'10""",240,11/18/1990, Arnett  Moultrie,26.4476386037,Arnett,Moultrie,A. MoultrieA. Moultrie
427,CLE,C,"7'1""",250,7/16/1986, Timofey  Mozgov,30.7898699521,Timofey,Mozgov,T. MozgovT. Mozgov
428,MIN,G/F,"6'6""",227,11/13/1992, Shabazz  Muhammad,24.4599589322,Shabazz,Muhammad,S. MuhammadS. Muhammad
429,FA,F/C,"7'0""",275,2/14/1989, Byron  Mullens,28.205338809,Byron,Mullens,B. MullensB. Mullens
430,FA,F/C,"6'10""",230,10/26/1990, Erik  Murphy,26.5106091718,Erik,Murphy,E. MurphyE. Murphy
431,FA,G,"6'7""",185,3/06/1990, Kevin  Murphy,27.151266256,Kevin,Murphy,K. MurphyK. Murphy
432,WSH,SG,"6'5""",194,11/08/1989, Toure'  Murry,27.4743326489,Toure',Murry,T. MurryT. Murry
433,ATL,C,"6'11""",240,7/01/1991, Mike  Muscala,25.8316221766,Mike,Muscala,M. MuscalaM. Muscala
434,MIA,PG,"6'1""",175,7/14/1991, Shabazz  Napier,25.7960301164,Shabazz,Napier,S. NapierS. Napier
435,LAL,PG,"6'3""",180,2/07/1974, Steve  Nash,43.2251882272,Steve,Nash,S. NashS. Nash
436,FA,C,"7'0""",235,1/12/1987, Hamady  Ndiaye,30.2970568104,Hamady,Ndiaye,H. NdiayeH. Ndiaye
437,MIN,G,"6'4""",210,10/03/1984, Gary  Neal,32.5722108145,Gary,Neal,G. NealG. Neal
438,GS,G,"6'3""",197,6/16/1991, Nemanja  Nedovic,25.8726899384,Nemanja,Nedovic,N. NedovicN. Nedovic
439,DEN,PG,"6'0""",200,2/09/1982, Jameer  Nelson,35.2197125257,Jameer,Nelson,J. NelsonJ. Nelson
440,ORL,PF,"6'9""",250,12/08/1989, Andrew  Nicholson,27.3921971253,Andrew,Nicholson,A. NicholsonA. Nicholson
441,CHI,F/C,"6'11""",232,2/25/1985, Joakim  Noah,32.1752224504,Joakim,Noah,J. NoahJ. Noah
442,PHI,F/C,"6'10""",228,4/10/1994, Nerlens  Noel,23.0554414784,Nerlens,Noel,N. NoelN. Noel
443,TOR,C,"7'0""",220,7/26/1992, Lucas  Nogueira,24.7611225188,Lucas,Nogueira,L. NogueiraL. Nogueira
