,team,position,Height,Weight,Birthdate,Full_name,age,First_name,Last_name,player
221,MEM,PF,"6'9""",227,6/21/1990, JaMychal  Green,26.8473648186,JaMychal,Green,J. GreenJ. Green
222,ORL,F,"6'9""",235,8/28/1986, Jeff  Green,30.6611909651,Jeff,Green,J. GreenJ. Green
223,LAC,F/C,"6'10""",251,3/16/1989, Blake  Griffin,28.1122518823,Blake,Griffin,B. GriffinB. Griffin
224,FA,PG,"6'3""",195,12/27/1988, Jorge  Gutierrez,28.3285420945,Jorge,Gutierrez,J. GutierrezJ. Gutierrez
225,FA,G/F,"6'6""",220,12/24/1992, P.J.  Hairston,24.3367556468,P.J.,Hairston,P. HairstonP. Hairston
226,FA,SF,"6'7""",195,8/08/1995, Daniel  Hamilton,21.7166324435,Daniel,Hamilton,D. HamiltonD. Hamilton
227,FA,SF,"6'7""",220,10/06/1990, Jordan  Hamilton,26.5544147844,Jordan,Hamilton,J. HamiltonJ. Hamilton
228,BKN,F/C,"7'0""",255,4/01/1990, Justin  Hamilton,27.0691307324,Justin,Hamilton,J. HamiltonJ. Hamilton
229,DAL,C,"7'0""",250,8/27/1992, A.J.  Hammons,24.6625598905,A.J.,Hammons,A. HammonsA. Hammons
230,FA,F/C,"6'9""",250,11/03/1985, Tyler  Hansbrough,31.4770704997,Tyler,Hansbrough,T. HansbroughT. Hansbrough
231,ATL,G/F,"6'6""",205,3/16/1992, Tim  Hardaway Jr.,25.1115674196,Tim,Hardaway Jr.,T. Hardaway Jr.T. Hardaway Jr.
232,HOU,G,"6'5""",220,8/26/1989, James  Harden,27.665982204,James,Harden,J. HardenJ. Harden
233,POR,SF,"6'9""",220,5/11/1993, Maurice  Harkless,23.9589322382,Maurice,Harkless,M. HarklessM. Harkless
234,PHI,PF,"6'10""",225,8/30/1989, Justin  Harper,27.6550308008,Justin,Harper,J. HarperJ. Harper
235,HOU,F/C,"6'8""",240,1/26/1994, Montrezl  Harrell,23.2470910335,Montrezl,Harrell,M. HarrellM. Harrell
236,DAL,G,"6'3""",185,2/27/1983, Devin  Harris,34.160164271,Devin,Harris,D. HarrisD. Harris
237,DEN,G/F,"6'4""",210,9/14/1994, Gary  Harris,22.6146475017,Gary,Harris,G. HarrisG. Harris
238,BKN,SG,"6'6""",219,9/07/1991, Joe  Harris,25.6344969199,Joe,Harris,J. HarrisJ. Harris
239,DAL,SG,"6'5""",185,9/21/1989, Manny  Harris,27.5947980835,Manny,Harris,M. HarrisM. Harris
240,DET,F,"6'9""",235,7/15/1992, Tobias  Harris,24.7802874743,Tobias,Harris,T. HarrisT. Harris
241,CHA,PG,"6'6""",212,10/28/1994, Aaron  Harrison,22.4941820671,Aaron,Harrison,A. HarrisonA. Harrison
242,MEM,G,"6'6""",213,10/28/1994, Andrew  Harrison,22.4941820671,Andrew,Harrison,A. HarrisonA. Harrison
243,FA,PG,"6'3""",189,10/06/1993, Shaquille  Harrison,23.5537303217,Shaquille,Harrison,S. HarrisonS. Harrison
244,MIA,PF,"6'8""",235,6/09/1980, Udonis  Haslem,36.8788501027,Udonis,Haslem,U. HaslemU. Haslem
245,MIL,F/C,"7'1""",245,4/28/1988, Spencer  Hawes,28.9938398357,Spencer,Hawes,S. HawesS. Hawes
246,UTA,G/F,"6'8""",226,3/23/1990, Gordon  Hayward,27.0937713895,Gordon,Hayward,G. HaywardG. Hayward
247,FA,SF,"6'9""",227,12/28/1990, Tianju  He,26.3271731691,Tianju,He,T. HeT. He
248,PHI,G/F,"6'5""",215,12/09/1987, Gerald  Henderson,29.3798767967,Gerald,Henderson,G. HendersonG. Henderson
249,FA,G/F,"6'6""",220,3/15/1991, Xavier  Henry,26.1163586585,Xavier,Henry,X. HenryX. Henry
250,MIL,F/C,"6'11""",229,12/28/1990, John  Henson,26.3271731691,John,Henson,J. HensonJ. Henson
251,NY,C,"6'11""",240,5/27/1994, Guillermo  Hernangomez,22.9158110883,Guillermo,Hernangomez,G. HernangomezG. Hernangomez
252,DEN,F,"6'9""",230,9/28/1995, Juancho  Hernangomez,21.5770020534,Juancho,Hernangomez,J. HernangomezJ. Hernangomez
253,FA,PG,"6'2""",180,6/19/1990, Brady  Heslip,26.8528405202,Brady,Heslip,B. HeslipB. Heslip
254,ORL,G/F,"6'8""",218,2/25/1995, Mario  Hezonja,22.1656399726,Mario,Hezonja,M. HezonjaM. Hezonja
255,DEN,C,"7'2""",270,12/11/1986, Roy  Hibbert,30.3737166324,Roy,Hibbert,R. HibbertR. Hibbert
256,FA,F/C,"6'9""",242,9/04/1988, J.J.  Hickson,28.6406570842,J.J.,Hickson,J. HicksonJ. Hickson
257,SAC,SG,"6'4""",214,12/17/1993, Buddy  Hield,23.356605065,Buddy,Hield,B. HieldB. Hield
258,HOU,F/C,"6'11""",250,9/13/1982, Nene  Hilario,34.6173853525,Nene,Hilario,N. HilarioN. Hilario
259,UTA,G,"6'3""",188,5/04/1986, George  Hill,30.9787816564,George,Hill,G. HillG. Hill
260,MIN,F/C,"6'10""",240,7/27/1987, Jordan  Hill,29.749486653,Jordan,Hill,J. HillJ. Hill
261,NO,G/F,"6'7""",225,3/18/1991, Solomon  Hill,26.1081451061,Solomon,Hill,S. HillS. Hill
262,DET,SG,"6'6""",205,4/13/1993, Darrun  Hilliard,24.0355920602,Darrun,Hilliard,D. HilliardD. Hilliard
263,FA,G,"6'4""",190,1/02/1981, Kirk  Hinrich,36.3121149897,Kirk,Hinrich,K. HinrichK. Hinrich
264,NO,PG,"6'4""",205,6/12/1990, Jrue  Holiday,26.8720054757,Jrue,Holiday,J. HolidayJ. Holiday
265,NY,G/F,"6'6""",185,4/05/1989, Justin  Holiday,28.0574948665,Justin,Holiday,J. HolidayJ. Holiday
266,FA,SG,"6'5""",205,11/06/1988, John  Holland,28.4681724846,John,Holland,J. HollandJ. Holland
267,BKN,F,"6'7""",214,1/03/1995, Rondae  Hollis-Jefferson,22.3107460643,Rondae,Hollis-Jefferson,R. Hollis-JeffersonR. Hollis-Jefferson
268,FA,PF,"6'8""",240,12/09/1992, Jonathan  Holmes,24.3778234086,Jonathan,Holmes,J. HolmesJ. Holmes
269,PHI,F/C,"6'10""",245,10/15/1993, Richaun  Holmes,23.5290896646,Richaun,Holmes,R. HolmesR. Holmes
270,UTA,G/F,"6'8""",215,10/20/1992, Rodney  Hood,24.514715948,Rodney,Hood,R. HoodR. Hood
271,BOS,F/C,"6'10""",245,6/03/1986, Al  Horford,30.8966461328,Al,Horford,A. HorfordA. Horford
272,FA,PG,"6'4""",208,1/30/1992, Keith  Hornsby,25.2375085558,Keith,Hornsby,K. HornsbyK. Hornsby
273,WSH,SG,"6'7""",215,6/07/1993, Danuel  House,23.8850102669,Danuel,House,D. HouseD. House
274,ATL,F/C,"6'11""",265,12/08/1985, Dwight  Howard,31.3812457221,Dwight,Howard,D. HowardD. Howard
275,HOU,PG,"6'3""",200,5/25/1983, Marcelo  Huertas,33.9219712526,Marcelo,Huertas,M. HuertasM. Huertas
276,OKC,SF,"6'7""",230,12/19/1991, Josh  Huestis,25.3524982888,Josh,Huestis,J. HuestisJ. Huestis
277,FA,F,"6'8""",220,3/08/1989, Robbie  Hummel,28.1341546886,Robbie,Hummel,R. HummelR. Hummel
278,ATL,F/C,"6'9""",245,2/06/1985, Kris  Humphries,32.2162902122,Kris,Humphries,K. HumphriesK. Humphries
279,CHI,SG,"6'6""",190,10/24/1993, R.J.  Hunter,23.5044490075,R.J.,Hunter,R. HunterR. Hunter
280,FA,PF,"6'8""",200,8/05/1994, Vince  Hunter,22.7241615332,Vince,Hunter,V. HunterV. Hunter
281,TOR,F/C,"6'10""",235,9/18/1989, Serge  Ibaka,27.6030116359,Serge,Ibaka,S. IbakaS. Ibaka
282,GS,G/F,"6'6""",215,1/28/1984, Andre  Iguodala,33.2429842574,Andre,Iguodala,A. IguodalaA. Iguodala
283,ATL,F,"6'10""",235,5/15/1987, Ersan  Ilyasova,29.9493497604,Ersan,Ilyasova,E. IlyasovaE. Ilyasova
284,UTA,G/F,"6'8""",226,10/02/1987, Joe  Ingles,29.5660506502,Joe,Ingles,J. InglesJ. Ingles
285,FA,SF,"6'8""",225,5/20/1995, Damien  Inglis,21.9356605065,Damien,Inglis,D. InglisD. Inglis
286,LAL,G/F,"6'9""",190,9/02/1997, Brandon  Ingram,19.6468172485,Brandon,Ingram,B. IngramB. Ingram
287,CLE,G,"6'3""",193,3/23/1992, Kyrie  Irving,25.0924024641,Kyrie,Irving,K. IrvingK. Irving
288,NO,G,"6'3""",200,10/28/1983, Jarrett  Jack,33.4948665298,Jarrett,Jack,J. JackJ. Jack
289,BOS,PG,"6'1""",201,9/07/1994, Demetrius  Jackson,22.6338124572,Demetrius,Jackson,D. JacksonD. Jackson
290,DAL,PG,"5'10""",180,8/29/1991, Pierre  Jackson,25.659137577,Pierre,Jackson,P. JacksonP. Jackson
291,DET,G,"6'3""",208,4/16/1990, Reggie  Jackson,27.0280629706,Reggie,Jackson,R. JacksonR. Jackson
292,FA,PG,"6'4""",180,11/23/1994, Julian  Jacobs,22.4229979466,Julian,Jacobs,J. JacobsJ. Jacobs
293,CLE,F,"6'8""",250,12/30/1984, LeBron  James,32.3203285421,LeBron,James,L. JamesL. James
294,FA,PF,"6'11""",235,8/04/1993, Stefan  Jankovic,23.7262149213,Stefan,Jankovic,S. JankovicS. Jankovic
295,FA,F,"6'9""",217,11/08/1993, Livio  Jean-Charles,23.4633812457,Livio,Jean-Charles,L. Jean-CharlesL. Jean-Charles
296,IND,F/C,"6'10""",289,1/04/1985, Al  Jefferson,32.3066392882,Al,Jefferson,A. JeffersonA. Jefferson
297,FA,PF,"6'9""",218,12/26/1990, Cory  Jefferson,26.3326488706,Cory,Jefferson,C. JeffersonC. Jefferson
298,CLE,G/F,"6'7""",233,6/21/1980, Richard  Jefferson,36.8459958932,Richard,Jefferson,R. JeffersonR. Jefferson
299,PHX,G/F,"6'4""",205,3/06/1991, John  Jenkins,26.1409993155,John,Jenkins,J. JenkinsJ. Jenkins
300,WSH,PG,"6'1""",170,9/23/1989, Brandon  Jennings,27.5893223819,Brandon,Jennings,B. JenningsB. Jennings
301,BOS,F,"6'10""",231,3/02/1987, Jonas  Jerebko,30.1519507187,Jonas,Jerebko,J. JerebkoJ. Jerebko
302,FA,PF,"6'10""",232,7/08/1993, Grant  Jerrett,23.8001368925,Grant,Jerrett,G. JerrettG. Jerrett
303,FA,F/C,"7'0""",240,10/27/1987, Yi  Jianlian,29.4976043806,Yi,Jianlian,Y. JianlianY. Jianlian
304,BOS,F/C,"6'9""",249,5/01/1987, Amir  Johnson,29.9876796715,Amir,Johnson,A. JohnsonA. Johnson
305,LAC,PF,"6'10""",230,6/27/1994, Brice  Johnson,22.8309377139,Brice,Johnson,B. JohnsonB. Johnson
306,FA,G/F,"6'6""",201,4/29/1990, Chris  Johnson,26.9924709103,Chris,Johnson,C. JohnsonC. Johnson
307,MIA,F,"6'8""",250,2/20/1987, James  Johnson,30.1793292266,James,Johnson,J. JohnsonJ. Johnson
308,UTA,G/F,"6'7""",240,6/29/1981, Joe  Johnson,35.8247775496,Joe,Johnson,J. JohnsonJ. Johnson
309,FA,SG,"6'3""",200,12/22/1992, Nick  Johnson,24.3422313484,Nick,Johnson,N. JohnsonN. Johnson
310,FA,G/F,"6'5""",225,3/11/1989, Orlando  Johnson,28.1259411362,Orlando,Johnson,O. JohnsonO. Johnson
311,DET,G/F,"6'7""",245,5/29/1996, Stanley  Johnson,20.9089664613,Stanley,Johnson,S. JohnsonS. Johnson
312,MIA,G,"6'4""",190,5/07/1992, Tyler  Johnson,24.9691991786,Tyler,Johnson,T. JohnsonT. Johnson
313,LAC,G/F,"6'7""",215,7/11/1987, Wesley  Johnson,29.7932922656,Wesley,Johnson,W. JohnsonW. Johnson
314,DEN,F/C,"6'11""",253,2/19/1995, Nikola  Jokic,22.1820670773,Nikola,Jokic,N. JokicN. Jokic
315,FA,SG,"6'4""",195,5/04/1989, Cameron  Jones,27.9780971937,Cameron,Jones,C. JonesC. Jones
316,CLE,G/F,"6'6""",225,12/27/1980, Dahntay  Jones,36.3285420945,Dahntay,Jones,D. JonesD. Jones
317,GS,C,"7'0""",245,6/30/1995, Damian  Jones,21.8234086242,Damian,Jones,D. JonesD. Jones
318,FA,G/F,"6'7""",220,5/27/1993, Jalen  Jones,23.9151266256,Jalen,Jones,J. JonesJ. Jones
319,CLE,G/F,"6'8""",218,10/04/1980, James  Jones,36.5585215606,James,Jones,J. JonesJ. Jones
320,MIL,F,"6'9""",252,1/09/1992, Terrence  Jones,25.2950034223,Terrence,Jones,T. JonesT. Jones
321,MIN,PG,"6'2""",195,5/10/1996, Tyus  Jones,20.9609856263,Tyus,Jones,T. JonesT. Jones
322,PHX,SF,"6'7""",190,2/15/1997, Derrick  Jones Jr.,20.1916495551,Derrick,Jones Jr.,D. Jones Jr.D. Jones Jr.
323,LAC,C,"6'11""",265,7/21/1988, DeAndre  Jordan,28.7638603696,DeAndre,Jordan,D. JordanD. Jordan
324,TOR,PG,"6'3""",193,8/20/1991, Cory  Joseph,25.6837782341,Cory,Joseph,C. JosephC. Joseph
325,FA,PF,"6'11""",235,1/06/1994, Nikola  Jovanovic,23.3018480493,Nikola,Jovanovic,N. JovanovicN. Jovanovic
326,FA,F/C,"7'0""",265,4/28/1982, Chris  Kaman,34.9952087611,Chris,Kaman,C. KamanC. Kaman
327,CHA,F/C,"7'0""",242,4/04/1993, Frank  Kaminsky,24.0602327173,Frank,Kaminsky,F. KaminskyF. Kaminsky
328,OKC,C,"6'11""",245,5/20/1992, Enes  Kanter,24.9336071184,Enes,Kanter,E. KanterE. Kanter
329,FA,G/F,"6'7""",213,10/26/1993, Sergey  Karasev,23.498973306,Sergey,Karasev,S. KarasevS. Karasev
330,FA,C,"6'11""",260,5/08/1985, Sasha  Kaun,31.9671457906,Sasha,Kaun,S. KaunS. Kaun
331,ATL,F,"6'11""",230,4/09/1991, Ryan  Kelly,26.0479123888,Ryan,Kelly,R. KellyR. Kelly
332,FA,G/F,"6'6""",215,11/05/1989, D.J.  Kennedy,27.4715947981,D.J.,Kennedy,D. KennedyD. Kennedy
333,CHA,SF,"6'7""",232,9/26/1993, Michael  Kidd-Gilchrist,23.5811088296,Michael,Kidd-Gilchrist,M. Kidd-GilchristM. Kidd-Gilchrist
334,BKN,G,"6'4""",212,1/06/1990, Sean  Kilpatrick,27.3018480493,Sean,Kilpatrick,S. KilpatrickS. Kilpatrick
335,PHX,G,"6'3""",195,12/02/1991, Brandon  Knight,25.3990417522,Brandon,Knight,B. KnightB. Knight
336,FA,SG,"6'7""",185,7/24/1997, Furkan  Korkmaz,19.7563312799,Furkan,Korkmaz,F. KorkmazF. Korkmaz
337,CLE,G/F,"6'7""",212,3/17/1981, Kyle  Korver,36.1095140315,Kyle,Korver,K. KorverK. Korver
338,SAC,F/C,"7'0""",265,2/24/1989, Kosta  Koufos,28.167008898,Kosta,Koufos,K. KoufosK. Koufos
339,NY,F,"6'9""",215,10/19/1989, Mindaugas  Kuzminskas,27.5181382615,Mindaugas,Kuzminskas,M. KuzminskasM. Kuzminskas
340,SAC,F/C,"6'11""",225,3/18/1996, Skal  Labissiere,21.106091718,Skal,Labissiere,S. LabissiereS. Labissiere
341,CHA,G/F,"6'5""",185,5/30/1992, Jeremy  Lamb,24.9062286105,Jeremy,Lamb,J. LambJ. Lamb
342,FA,F,"6'9""",248,9/19/1983, Carl  Landry,33.6016427105,Carl,Landry,C. LandryC. Landry
343,SA,PG,"6'4""",180,1/31/1990, Nicolas  Laprovittola,27.2334017796,Nicolas,Laprovittola,N. LaprovittolaN. Laprovittola
344,FA,PG,"5'11""",175,10/02/1992, Shane  Larkin,24.5639972621,Shane,Larkin,S. LarkinS. Larkin
345,CHI,F/C,"6'11""",220,9/30/1991, Joffrey  Lauvergne,25.5715263518,Joffrey,Lauvergne,J. LauvergneJ. Lauvergne
346,MIN,G,"6'5""",185,3/10/1995, Zach  LaVine,22.1300479124,Zach,LaVine,Z. LaVineZ. LaVine
347,SAC,PG,"5'11""",195,11/03/1987, Ty  Lawson,29.4784394251,Ty,Lawson,T. LawsonT. Lawson
348,POR,PF,"6'9""",210,3/07/1994, Jake  Layman,23.1375770021,Jake,Layman,J. LaymanJ. Layman
349,NY,G/F,"6'5""",200,10/03/1985, Courtney  Lee,31.5619438741,Courtney,Lee,C. LeeC. Lee
350,FA,SG,"6'6""",210,10/21/1992, Damion  Lee,24.5119780972,Damion,Lee,D. LeeD. Lee
351,SA,F/C,"6'9""",245,4/29/1983, David  Lee,33.993155373,David,Lee,D. LeeD. Lee
352,PHX,F/C,"7'1""",260,6/16/1993, Alex  Len,23.8603696099,Alex,Len,A. LenA. Len
353,SA,G/F,"6'7""",230,6/29/1991, Kawhi  Leonard,25.826146475,Kawhi,Leonard,K. LeonardK. Leonard
354,POR,F/C,"7'1""",255,2/27/1992, Meyers  Leonard,25.1608487337,Meyers,Leonard,M. LeonardM. Leonard
355,DET,F/C,"6'10""",228,5/14/1989, Jon  Leuer,27.9507186858,Jon,Leuer,J. LeuerJ. Leuer
356,BKN,G/F,"6'7""",203,8/25/1994, Caris  LeVert,22.6694045175,Caris,LeVert,C. LeVertC. LeVert
357,DAL,G/F,"6'6""",209,3/31/1988, DeAndre  Liggins,29.0704996578,DeAndre,Liggins,D. LigginsD. Liggins
358,POR,PG,"6'3""",195,7/15/1990, Damian  Lillard,26.7816563997,Damian,Lillard,D. LillardD. Lillard
359,BKN,G,"6'3""",200,8/23/1988, Jeremy  Lin,28.6735112936,Jeremy,Lin,J. LinJ. Lin
360,GS,G,"6'7""",192,9/11/1985, Shaun  Livingston,31.6221765914,Shaun,Livingston,S. LivingstonS. Livingston
361,PHI,F/C,"6'9""",255,1/29/1993, Shawn  Long,24.2381930185,Shawn,Long,S. LongS. Long
362,GS,PF,"6'9""",220,2/06/1996, Kevon  Looney,21.2183436003,Kevon,Looney,K. LooneyK. Looney
363,BKN,C,"7'0""",268,4/01/1988, Brook  Lopez,29.067761807,Brook,Lopez,B. LopezB. Lopez
364,CHI,C,"7'0""",265,4/01/1988, Robin  Lopez,29.067761807,Robin,Lopez,R. LopezR. Lopez
365,CLE,F/C,"6'10""",251,9/07/1988, Kevin  Love,28.6324435318,Kevin,Love,K. LoveK. Love
366,TOR,PG,"6'1""",196,3/25/1986, Kyle  Lowry,31.0882956879,Kyle,Lowry,K. LowryK. Lowry
367,MIN,PG,"5'11""",166,11/21/1982, John  Lucas III,34.4284736482,John,Lucas III,J. Lucas IIIJ. Lucas III
368,PHI,G/F,"6'6""",205,5/09/1995, Timothe  Luwawu-Cabarrot,21.9657768652,Timothe,Luwawu-Cabarrot,T. Luwawu-CabarrotT. Luwawu-Cabarrot
369,UTA,PF,"6'10""",245,11/05/1995, Trey  Lyles,21.4729637235,Trey,Lyles,T. LylesT. Lyles
370,UTA,PG,"6'3""",205,4/22/1990, Shelvin  Mack,27.0116358658,Shelvin,Mack,S. MackS. Mack
371,FA,PG,"6'1""",160,11/28/1989, Josh  Magette,27.40862423,Josh,Magette,J. MagetteJ. Magette
372,WSH,C,"6'11""",262,11/05/1986, Ian  Mahinmi,30.4722792608,Ian,Mahinmi,I. MahinmiI. Mahinmi
373,MIL,F/C,"7'1""",216,2/25/1997, Thon  Maker,20.1642710472,Thon,Maker,T. MakerT. Maker
374,FA,G/F,"6'6""",200,9/21/1992, Devyn  Marble,24.5941136208,Devyn,Marble,D. MarbleD. Marble
375,DET,C,"7'3""",290,8/15/1988, Boban  Marjanovic,28.6954140999,Boban,Marjanovic,B. MarjanovicB. Marjanovic
376,FA,PG,"6'4""",200,8/19/1991, Kendall  Marshall,25.6865160849,Kendall,Marshall,K. MarshallK. Marshall
377,MEM,F/C,"6'10""",239,5/24/1994, Jarell  Martin,22.9240246407,Jarell,Martin,J. MartinJ. Martin
378,FA,G/F,"6'7""",204,2/01/1983, Kevin  Martin,34.2313483915,Kevin,Martin,K. MartinK. Martin
379,DAL,G/F,"6'5""",220,10/14/1986, Wesley  Matthews,30.5325119781,Wesley,Matthews,W. MatthewsW. Matthews
380,FA,G,"6'5""",210,11/05/1987, O.J.  Mayo,29.4729637235,O.J.,Mayo,O. MayoO. Mayo
381,LAC,F,"6'8""",230,9/09/1986, Luc Richard  Mbah a Moute,30.6283367556,Luc, Mbah a Moute,L.  Mbah a MouteL.  Mbah a Moute
382,GS,PF,"6'9""",230,1/04/1993, James Michael  McAdoo,24.3066392882,James, McAdoo,J.  McAdooJ.  McAdoo
383,CHA,PG,"6'3""",190,6/12/1991, Ray  McCallum,25.8726899384,Ray,McCallum,R. McCallumR. McCallum
384,GS,G/F,"6'7""",185,10/25/1995, Patrick  McCaw,21.5030800821,Patrick,McCaw,P. McCawP. McCaw
385,WSH,SG,"6'5""",200,12/21/1992, Sheldon  McClellan,24.3449691992,Sheldon,McClellan,S. McClellanS. McClellan
386,POR,G,"6'3""",190,9/19/1991, C.J.  McCollum,25.6016427105,C.J.,McCollum,C. McCollumC. McCollum
387,PHI,PG,"6'2""",190,3/25/1992, T.J.  McConnell,25.0869267625,T.J.,McConnell,T. McConnellT. McConnell
388,WSH,PF,"6'9""",215,2/05/1995, Chris  McCullough,22.2203969884,Chris,McCullough,C. McCulloughC. McCullough
389,BKN,SF,"6'6""",205,2/09/1993, K.J.  McDaniels,24.2080766598,K.J.,McDaniels,K. McDanielsK. McDaniels
390,OKC,SF,"6'8""",223,1/03/1992, Doug  McDermott,25.311430527,Doug,McDermott,D. McDermottD. McDermott
391,FA,F/C,"6'10""",255,6/06/1992, Mitch  McGary,24.887063655,Mitch,McGary,M. McGaryM. McGary
392,GS,C,"7'0""",270,1/19/1988, JaVale  McGee,29.2676249144,JaVale,McGee,J. McGeeJ. McGee
393,MIA,SG,"6'5""",200,7/29/1991, Rodney  McGruder,25.7440109514,Rodney,McGruder,R. McGruderR. McGruder
394,SAC,SG,"6'5""",195,2/11/1993, Ben  McLemore,24.2026009582,Ben,McLemore,B. McLemoreB. McLemore
395,CLE,G,"6'6""",185,3/28/1991, Jordan  McRae,26.0807665982,Jordan,McRae,J. McRaeJ. McRae
396,MIA,F/C,"6'10""",230,2/28/1987, Josh  McRoberts,30.1574264203,Josh,McRoberts,J. McRobertsJ. McRoberts
397,ORL,SG,"6'4""",210,8/21/1987, Jodie  Meeks,29.6810403833,Jodie,Meeks,J. MeeksJ. Meeks
398,DAL,C,"7'2""",235,6/15/1986, Salah  Mejri,30.8637919233,Salah,Mejri,S. MejriS. Mejri
399,FA,PG,"6'4""",180,6/06/1994, David  Michineau,22.8884325804,David,Michineau,D. MichineauD. Michineau
400,BOS,PF,"6'8""",235,7/09/1994, Jordan  Mickey,22.7980835044,Jordan,Mickey,J. MickeyJ. Mickey
401,MIL,G/F,"6'8""",234,8/12/1991, Khris  Middleton,25.7056810404,Khris,Middleton,K. MiddletonK. Middleton
402,IND,G/F,"6'6""",225,3/18/1987, C.J.  Miles,30.1081451061,C.J.,Miles,C. MilesC. Miles
403,FA,G,"6'2""",200,3/19/1976, Andre  Miller,41.1033538672,Andre,Miller,A. MillerA. Miller
404,DEN,G/F,"6'8""",218,2/19/1980, Mike  Miller,37.18275154,Mike,Miller,M. MillerM. Miller
405,SA,PG,"6'0""",180,8/11/1988, Patty  Mills,28.7063655031,Patty,Mills,P. MillsP. Mills
406,PHX,G/F,"6'6""",215,8/12/1987, Elijah  Millsap,29.7056810404,Elijah,Millsap,E. MillsapE. Millsap
407,ATL,F/C,"6'8""",246,2/10/1985, Paul  Millsap,32.205338809,Paul,Millsap,P. MillsapP. Millsap
408,CHI,F,"6'10""",240,2/11/1991, Nikola  Mirotic,26.2039698836,Nikola,Mirotic,N. MiroticN. Mirotic
409,FA,C,"6'10""",225,9/01/1992, Egidijus  Mockevicius,24.6488706366,Egidijus,Mockevicius,E. MockeviciusE. Mockevicius
410,FA,C,"6'10""",250,9/05/1977, Nazr  Mohammed,39.6386036961,Nazr,Mohammed,N. MohammedN. Mohammed
411,MIL,F/C,"6'11""",265,6/04/1990, Greg  Monroe,26.893908282,Greg,Monroe,G. MonroeG. Monroe
412,FA,SF,"6'7""",190,4/06/1993, Luis  Montero,24.0547570157,Luis,Montero,L. MonteroL. Montero
413,NO,G,"6'4""",191,2/25/1989, E'Twaun  Moore,28.1642710472,E'Twaun,Moore,E. MooreE. Moore
414,FA,C,"6'11""",220,7/31/1991, Yanick  Moreira,25.7385352498,Yanick,Moreira,Y. MoreiraY. Moreira
415,FA,PF,"6'10""",238,12/24/1991, Eric  Moreland,25.3388090349,Eric,Moreland,E. MorelandE. Moreland
416,DET,F,"6'9""",235,9/02/1989, Marcus  Morris,27.6468172485,Marcus,Morris,M. MorrisM. Morris
417,WSH,F,"6'10""",245,9/02/1989, Markieff  Morris,27.6468172485,Markieff,Morris,M. MorrisM. Morris
418,CHI,G/F,"6'5""",210,9/27/1985, Anthony  Morrow,31.5783709788,Anthony,Morrow,A. MorrowA. Morrow
419,NO,F/C,"7'0""",222,9/20/1990, Donatas  Motiejunas,26.598220397,Donatas,Motiejunas,D. MotiejunasD. Motiejunas
420,LAL,C,"7'1""",275,7/16/1986, Timofey  Mozgov,30.7789185489,Timofey,Mozgov,T. MozgovT. Mozgov
421,DEN,PG,"6'5""",200,3/05/1996, Emmanuel  Mudiay,21.1416837782,Emmanuel,Mudiay,E. MudiayE. Mudiay
422,MIN,G/F,"6'6""",223,11/13/1992, Shabazz  Muhammad,24.4490075291,Shabazz,Muhammad,S. MuhammadS. Muhammad
423,FA,SG,"6'2""",180,6/01/1992, Xavier  Munford,24.900752909,Xavier,Munford,X. MunfordX. Munford
424,FA,G,"6'7""",185,3/06/1990, Kevin  Murphy,27.1403148528,Kevin,Murphy,K. MurphyK. Murphy
425,SA,PG,"6'5""",170,9/19/1996, Dejounte  Murray,20.5995893224,Dejounte,Murray,D. MurrayD. Murray
426,DEN,G,"6'4""",207,2/23/1997, Jamal  Murray,20.1697467488,Jamal,Murray,J. MurrayJ. Murray
427,FA,SG,"6'5""",194,11/08/1989, Toure'  Murry,27.4633812457,Toure',Murry,T. MurryT. Murry
428,ATL,F/C,"6'11""",240,7/01/1991, Mike  Muscala,25.8206707734,Mike,Muscala,M. MuscalaM. Muscala
429,FA,PF,"6'6""",225,9/25/1993, Abdel  Nader,23.5838466804,Abdel,Nader,A. NaderA. Nader
430,LAL,PF,"6'9""",230,1/01/1993, Larry  Nance Jr.,24.3148528405,Larry,Nance Jr.,L. Nance Jr.L. Nance Jr.
431,POR,PG,"6'1""",175,7/14/1991, Shabazz  Napier,25.7850787132,Shabazz,Napier,S. NapierS. Napier
432,NY,F,"6'9""",200,6/18/1992, Maurice  Ndour,24.8542094456,Maurice,Ndour,M. NdourM. Ndour
433,ATL,G,"6'4""",210,10/03/1984, Gary  Neal,32.5612594114,Gary,Neal,G. NealG. Neal
434,DEN,PG,"6'0""",190,2/09/1982, Jameer  Nelson,35.2087611225,Jameer,Nelson,J. NelsonJ. Nelson
435,UTA,PG,"6'1""",185,5/19/1992, Raul  Neto,24.9363449692,Raul,Neto,R. NetoR. Neto
436,IND,PF,"6'8""",230,6/17/1993, Georges  Niang,23.8576317591,Georges,Niang,G. NiangG. Niang
437,BKN,PF,"6'9""",250,12/08/1989, Andrew  Nicholson,27.3812457221,Andrew,Nicholson,A. NicholsonA. Nicholson
438,NY,F/C,"6'11""",230,2/25/1985, Joakim  Noah,32.1642710472,Joakim,Noah,J. NoahJ. Noah
439,DAL,F/C,"6'11""",220,4/10/1994, Nerlens  Noel,23.0444900753,Nerlens,Noel,N. NoelN. Noel
440,TOR,F/C,"7'0""",241,7/26/1992, Lucas  Nogueira,24.7501711157,Lucas,Nogueira,L. NogueiraL. Nogueira
