,team,position,Height,Weight,Birthdate,Full_name,age,First_name,Last_name,player
222,UTA,G,"6'4""",184,5/09/1991, Erick  Green,25.9767282683,Erick,Green,E. GreenE. Green
223,MIA,G/F,"6'8""",205,1/26/1986, Gerald  Green,31.2580424367,Gerald,Green,G. GreenG. Green
224,MEM,PF,"6'9""",235,6/21/1990, JaMychal  Green,26.8583162218,JaMychal,Green,J. GreenJ. Green
225,LAC,G/F,"6'9""",235,8/28/1986, Jeff  Green,30.6721423682,Jeff,Green,J. GreenJ. Green
226,FA,SG,"6'3""",205,7/28/1981, Willie  Green,35.7563312799,Willie,Green,W. GreenW. Green
227,LAC,F/C,"6'10""",251,3/16/1989, Blake  Griffin,28.1232032854,Blake,Griffin,B. GriffinB. Griffin
228,FA,SF,"6'7""",205,5/26/1990, Eric  Griffin,26.9295003422,Eric,Griffin,E. GriffinE. Griffin
229,FA,C,"6'10""",254,6/19/1993, Arturas  Gudaitis,23.8631074606,Arturas,Gudaitis,A. GudaitisA. Gudaitis
230,CHA,PG,"6'3""",195,12/27/1988, Jorge  Gutierrez,28.3394934976,Jorge,Gutierrez,J. GutierrezJ. Gutierrez
231,MEM,G/F,"6'6""",220,12/24/1992, P.J.  Hairston,24.34770705,P.J.,Hairston,P. HairstonP. Hairston
232,NO,SF,"6'7""",220,10/06/1990, Jordan  Hamilton,26.5653661875,Jordan,Hamilton,J. HamiltonJ. Hamilton
233,FA,F/C,"7'0""",255,4/01/1990, Justin  Hamilton,27.0800821355,Justin,Hamilton,J. HamiltonJ. Hamilton
234,FA,PG,"6'4""",190,2/15/1993, Olivier  Hanlan,24.2026009582,Olivier,Hanlan,O. HanlanO. Hanlan
235,FA,G/F,"6'1""",175,6/14/1985, Stefhon  Hannah,31.8767967146,Stefhon,Hannah,S. HannahS. Hannah
236,CHA,F/C,"6'9""",250,11/03/1985, Tyler  Hansbrough,31.4880219028,Tyler,Hansbrough,T. HansbroughT. Hansbrough
237,ATL,G/F,"6'6""",205,3/16/1992, Tim  Hardaway Jr.,25.1225188227,Tim,Hardaway Jr.,T. Hardaway Jr.T. Hardaway Jr.
238,HOU,G/F,"6'5""",220,8/26/1989, James  Harden,27.6769336071,James,Harden,J. HardenJ. Harden
239,POR,SF,"6'9""",220,5/11/1993, Maurice  Harkless,23.9698836413,Maurice,Harkless,M. HarklessM. Harkless
240,DET,PF,"6'10""",225,8/30/1989, Justin  Harper,27.665982204,Justin,Harper,J. HarperJ. Harper
241,HOU,PF,"6'8""",240,1/26/1994, Montrezl  Harrell,23.2580424367,Montrezl,Harrell,M. HarrellM. Harrell
242,FA,F/C,"6'10""",275,2/12/1989, Josh  Harrellson,28.2108145106,Josh,Harrellson,J. HarrellsonJ. Harrellson
243,DAL,G,"6'3""",185,2/27/1983, Devin  Harris,34.1711156742,Devin,Harris,D. HarrisD. Harris
244,DEN,SG,"6'4""",210,9/14/1994, Gary  Harris,22.6255989049,Gary,Harris,G. HarrisG. Harris
245,ORL,SG,"6'6""",219,9/07/1991, Joe  Harris,25.6454483231,Joe,Harris,J. HarrisJ. Harris
246,DET,F,"6'9""",235,7/15/1992, Tobias  Harris,24.7912388775,Tobias,Harris,T. HarrisT. Harris
247,CHA,PG,"6'6""",212,10/28/1994, Aaron  Harrison,22.5051334702,Aaron,Harrison,A. HarrisonA. Harrison
248,FA,PG,"6'6""",210,10/28/1994, Andrew  Harrison,22.5051334702,Andrew,Harrison,A. HarrisonA. Harrison
249,FA,SG,"6'4""",185,7/17/1993, Tyler  Harvey,23.7864476386,Tyler,Harvey,T. HarveyT. Harvey
250,MIA,PF,"6'8""",235,6/09/1980, Udonis  Haslem,36.8898015058,Udonis,Haslem,U. HaslemU. Haslem
251,CHA,F/C,"7'1""",245,4/28/1988, Spencer  Hawes,29.0047912389,Spencer,Hawes,S. HawesS. Hawes
252,FA,PG,"6'2""",195,8/10/1991, Corey  Hawkins,25.7221081451,Corey,Hawkins,C. HawkinsC. Hawkins
253,HOU,F/C,"6'6""",240,6/11/1983, Chuck  Hayes,33.8863791923,Chuck,Hayes,C. HayesC. Hayes
254,UTA,G/F,"6'8""",225,3/23/1990, Gordon  Hayward,27.1047227926,Gordon,Hayward,G. HaywardG. Hayward
255,FA,C,"7'0""",263,11/27/1979, Brendan  Haywood,37.4236824093,Brendan,Haywood,B. HaywoodB. Haywood
256,POR,G/F,"6'5""",215,12/09/1987, Gerald  Henderson,29.3908281999,Gerald,Henderson,G. HendersonG. Henderson
257,FA,SG,"6'2""",177,9/19/1990, Marshall  Henderson,26.6119096509,Marshall,Henderson,M. HendersonM. Henderson
258,FA,G/F,"6'6""",220,3/15/1991, Xavier  Henry,26.1273100616,Xavier,Henry,X. HenryX. Henry
259,MIL,F/C,"6'11""",230,12/28/1990, John  Henson,26.3381245722,John,Henson,J. HensonJ. Henson
260,FA,C,"6'11""",243,5/27/1994, Guillermo  Hernangomez,22.9267624914,Guillermo,Hernangomez,G. HernangomezG. Hernangomez
261,ORL,SG,"6'8""",218,2/25/1995, Mario  Hezonja,22.1765913758,Mario,Hezonja,M. HezonjaM. Hezonja
262,LAL,C,"7'2""",270,12/11/1986, Roy  Hibbert,30.3846680356,Roy,Hibbert,R. HibbertR. Hibbert
263,WSH,F/C,"6'9""",242,9/04/1988, J.J.  Hickson,28.6516084873,J.J.,Hickson,J. HicksonJ. Hickson
264,WSH,F/C,"6'11""",250,9/13/1982, Nene  Hilario,34.6283367556,Nene,Hilario,N. HilarioN. Hilario
265,IND,G,"6'3""",192,5/04/1986, George  Hill,30.9897330595,George,Hill,G. HillG. Hill
266,IND,F/C,"6'10""",235,7/27/1987, Jordan  Hill,29.7604380561,Jordan,Hill,J. HillJ. Hill
267,IND,G/F,"6'7""",225,3/18/1991, Solomon  Hill,26.1190965092,Solomon,Hill,S. HillS. Hill
268,DET,SG,"6'6""",205,4/13/1993, Darrun  Hilliard,24.0465434634,Darrun,Hilliard,D. HilliardD. Hilliard
269,ATL,G,"6'4""",190,1/02/1981, Kirk  Hinrich,36.3230663929,Kirk,Hinrich,K. HinrichK. Hinrich
270,NO,PG,"6'4""",205,6/12/1990, Jrue  Holiday,26.8829568789,Jrue,Holiday,J. HolidayJ. Holiday
271,CHI,G/F,"6'6""",185,4/05/1989, Justin  Holiday,28.0684462697,Justin,Holiday,J. HolidayJ. Holiday
272,BOS,SG,"6'5""",205,11/06/1988, John  Holland,28.4791238877,John,Holland,J. HollandJ. Holland
273,MEM,C,"7'0""",230,10/10/1984, Ryan  Hollins,32.553045859,Ryan,Hollins,R. HollinsR. Hollins
274,BKN,G/F,"6'7""",210,1/03/1995, Rondae  Hollis-Jefferson,22.3216974675,Rondae,Hollis-Jefferson,R. Hollis-JeffersonR. Hollis-Jefferson
275,FA,G,"6'0""",190,8/21/1989, Tu  Holloway,27.6906228611,Tu,Holloway,T. HollowayT. Holloway
276,FA,PF,"6'8""",240,12/09/1992, Jonathan  Holmes,24.3887748118,Jonathan,Holmes,J. HolmesJ. Holmes
277,PHI,PF,"6'8""",245,10/15/1993, Richaun  Holmes,23.5400410678,Richaun,Holmes,R. HolmesR. Holmes
278,FA,C,"6'11""",270,11/18/1992, Michael  Holyfield,24.4462696783,Michael,Holyfield,M. HolyfieldM. Holyfield
279,UTA,G/F,"6'8""",215,10/20/1992, Rodney  Hood,24.5256673511,Rodney,Hood,R. HoodR. Hood
280,ATL,F/C,"6'10""",245,6/03/1986, Al  Horford,30.9075975359,Al,Horford,A. HorfordA. Horford
281,FA,PF,"6'10""",250,10/16/1991, Jon  Horford,25.5386721424,Jon,Horford,J. HorfordJ. Horford
282,HOU,F/C,"6'11""",265,12/08/1985, Dwight  Howard,31.3921971253,Dwight,Howard,D. HowardD. Howard
283,FA,G,"6'3""",190,8/07/1984, Lester  Hudson,32.7282683094,Lester,Hudson,L. HudsonL. Hudson
284,LAL,PG,"6'3""",200,5/25/1983, Marcelo  Huertas,33.9329226557,Marcelo,Huertas,M. HuertasM. Huertas
285,OKC,SF,"6'7""",230,12/19/1991, Josh  Huestis,25.363449692,Josh,Huestis,J. HuestisJ. Huestis
286,FA,F,"6'8""",220,3/08/1989, Robbie  Hummel,28.1451060917,Robbie,Hummel,R. HummelR. Hummel
287,ATL,F/C,"6'9""",235,2/06/1985, Kris  Humphries,32.2272416153,Kris,Humphries,K. HumphriesK. Humphries
288,BOS,SG,"6'6""",190,10/24/1993, R.J.  Hunter,23.5154004107,R.J.,Hunter,R. HunterR. Hunter
289,FA,PF,"6'8""",200,8/05/1994, Vince  Hunter,22.7351129363,Vince,Hunter,V. HunterV. Hunter
290,OKC,F/C,"6'10""",245,9/18/1989, Serge  Ibaka,27.613963039,Serge,Ibaka,S. IbakaS. Ibaka
291,GS,G/F,"6'6""",207,1/28/1984, Andre  Iguodala,33.2539356605,Andre,Iguodala,A. IguodalaA. Iguodala
292,ORL,F,"6'10""",235,5/15/1987, Ersan  Ilyasova,29.9603011636,Ersan,Ilyasova,E. IlyasovaE. Ilyasova
293,UTA,G/F,"6'8""",216,10/02/1987, Joe  Ingles,29.5770020534,Joe,Ingles,J. InglesJ. Ingles
294,MIL,SF,"6'8""",225,5/20/1995, Damien  Inglis,21.9466119097,Damien,Inglis,D. InglisD. Inglis
295,CLE,G,"6'3""",193,3/23/1992, Kyrie  Irving,25.1033538672,Kyrie,Irving,K. IrvingK. Irving
296,BKN,G,"6'3""",200,10/28/1983, Jarrett  Jack,33.5058179329,Jarrett,Jack,J. JackJ. Jack
297,FA,C,"6'9""",235,10/27/1992, Kadeem  Jack,24.5065023956,Kadeem,Jack,K. JackK. Jack
298,FA,PG,"5'10""",180,8/29/1991, Pierre  Jackson,25.6700889802,Pierre,Jackson,P. JacksonP. Jackson
299,DET,G,"6'3""",208,4/16/1990, Reggie  Jackson,27.0390143737,Reggie,Jackson,R. JacksonR. Jackson
300,FA,F/C,"6'10""",230,2/07/1985, Bernard  James,32.2245037645,Bernard,James,B. JamesB. James
301,CLE,F,"6'8""",250,12/30/1984, LeBron  James,32.3312799452,LeBron,James,L. JamesL. James
302,FA,SG,"6'4""",198,6/22/1988, Matt  Janning,28.8542094456,Matt,Janning,M. JanningM. Janning
303,CHA,F/C,"6'10""",289,1/04/1985, Al  Jefferson,32.3175906913,Al,Jefferson,A. JeffersonA. Jefferson
304,PHX,PF,"6'9""",218,12/26/1990, Cory  Jefferson,26.3436002738,Cory,Jefferson,C. JeffersonC. Jefferson
305,CLE,G/F,"6'7""",233,6/21/1980, Richard  Jefferson,36.8569472964,Richard,Jefferson,R. JeffersonR. Jefferson
306,PHX,G/F,"6'4""",215,3/06/1991, John  Jenkins,26.1519507187,John,Jenkins,J. JenkinsJ. Jenkins
307,ORL,PG,"6'1""",169,9/23/1989, Brandon  Jennings,27.6002737851,Brandon,Jennings,B. JenningsB. Jennings
308,BOS,F,"6'10""",231,3/02/1987, Jonas  Jerebko,30.1629021218,Jonas,Jerebko,J. JerebkoJ. Jerebko
309,FA,PF,"6'10""",232,7/08/1993, Grant  Jerrett,23.8110882957,Grant,Jerrett,G. JerrettG. Jerrett
310,BOS,F/C,"6'9""",249,5/01/1987, Amir  Johnson,29.9986310746,Amir,Johnson,A. JohnsonA. Johnson
311,FA,C,"6'11""",210,7/17/1985, Chris  Johnson,31.7864476386,Chris,Johnson,C. JohnsonC. Johnson
312,UTA,G/F,"6'6""",201,4/29/1990, Chris  Johnson,27.0034223135,Chris,Johnson,C. JohnsonC. Johnson
313,FA,C,"7'0""",255,9/22/1995, Dakari  Johnson,21.6043805613,Dakari,Johnson,D. JohnsonD. Johnson
314,TOR,F,"6'9""",238,2/20/1987, James  Johnson,30.1902806297,James,Johnson,J. JohnsonJ. Johnson
315,FA,SG,"6'6""",205,5/05/1992, Jaron  Johnson,24.9856262834,Jaron,Johnson,J. JohnsonJ. Johnson
316,MIA,G/F,"6'7""",240,6/29/1981, Joe  Johnson,35.8357289528,Joe,Johnson,J. JohnsonJ. Johnson
317,FA,SG,"6'3""",200,12/22/1992, Nick  Johnson,24.3531827515,Nick,Johnson,N. JohnsonN. Johnson
318,FA,PF,"6'9""",220,11/26/1989, Omari  Johnson,27.4250513347,Omari,Johnson,O. JohnsonO. Johnson
319,NO,G/F,"6'5""",225,3/11/1989, Orlando  Johnson,28.1368925394,Orlando,Johnson,O. JohnsonO. Johnson
320,DET,G/F,"6'7""",245,5/29/1996, Stanley  Johnson,20.9199178645,Stanley,Johnson,S. JohnsonS. Johnson
321,MIA,G,"6'4""",190,5/07/1992, Tyler  Johnson,24.9801505818,Tyler,Johnson,T. JohnsonT. Johnson
322,LAC,G/F,"6'7""",215,7/11/1987, Wesley  Johnson,29.8042436687,Wesley,Johnson,W. JohnsonW. Johnson
323,DEN,C,"6'10""",250,2/19/1995, Nikola  Jokic,22.1930184805,Nikola,Jokic,N. JokicN. Jokic
324,CLE,G/F,"6'6""",225,12/27/1980, Dahntay  Jones,36.3394934976,Dahntay,Jones,D. JonesD. Jones
325,FA,G/F,"6'8""",221,6/20/1990, DeQuan  Jones,26.8610540726,DeQuan,Jones,D. JonesD. Jones
326,CLE,G/F,"6'8""",218,10/04/1980, James  Jones,36.5694729637,James,Jones,J. JonesJ. Jones
327,FA,PG,"6'0""",187,8/11/1990, Lazeric  Jones,26.7186858316,Lazeric,Jones,L. JonesL. Jones
328,FA,F,"6'11""",235,9/24/1991, Perry  Jones,25.5989048597,Perry,Jones,P. JonesP. Jones
329,HOU,F,"6'9""",252,1/09/1992, Terrence  Jones,25.3059548255,Terrence,Jones,T. JonesT. Jones
330,MIN,PG,"6'1""",190,5/10/1996, Tyus  Jones,20.9719370294,Tyus,Jones,T. JonesT. Jones
331,LAC,C,"6'11""",265,7/21/1988, DeAndre  Jordan,28.7748117728,DeAndre,Jordan,D. JordanD. Jordan
332,FA,C,"7'0""",253,9/29/1986, Jerome  Jordan,30.5845311431,Jerome,Jordan,J. JordanJ. Jordan
333,TOR,PG,"6'3""",193,8/20/1991, Cory  Joseph,25.6947296372,Cory,Joseph,C. JosephC. Joseph
334,POR,F/C,"7'0""",265,4/28/1982, Chris  Kaman,35.0061601643,Chris,Kaman,C. KamanC. Kaman
335,CHA,F/C,"7'0""",242,4/04/1993, Frank  Kaminsky,24.0711841205,Frank,Kaminsky,F. KaminskyF. Kaminsky
336,OKC,C,"6'11""",245,5/20/1992, Enes  Kanter,24.9445585216,Enes,Kanter,E. KanterE. Kanter
337,BKN,G/F,"6'7""",213,10/26/1993, Sergey  Karasev,23.5099247091,Sergey,Karasev,S. KarasevS. Karasev
338,CLE,C,"6'11""",260,5/08/1985, Sasha  Kaun,31.9780971937,Sasha,Kaun,S. KaunS. Kaun
339,FA,PF,"6'7""",226,4/22/1990, Arsalan  Kazemi,27.022587269,Arsalan,Kazemi,A. KazemiA. Kazemi
340,FA,PG,"6'0""",178,1/23/1985, Tre  Kelley,32.2655715264,Tre,Kelley,T. KelleyT. Kelley
341,LAL,F,"6'11""",230,4/09/1991, Ryan  Kelly,26.0588637919,Ryan,Kelly,R. KellyR. Kelly
342,CHA,SF,"6'7""",232,9/26/1993, Michael  Kidd-Gilchrist,23.5920602327,Michael,Kidd-Gilchrist,M. Kidd-GilchristM. Kidd-Gilchrist
343,BKN,SG,"6'4""",210,1/06/1990, Sean  Kilpatrick,27.3127994524,Sean,Kilpatrick,S. KilpatrickS. Kilpatrick
344,PHX,G,"6'3""",189,12/02/1991, Brandon  Knight,25.4099931554,Brandon,Knight,B. KnightB. Knight
345,ATL,G/F,"6'7""",212,3/17/1981, Kyle  Korver,36.1204654346,Kyle,Korver,K. KorverK. Korver
346,SAC,F/C,"7'0""",265,2/24/1989, Kosta  Koufos,28.1779603012,Kosta,Koufos,K. KoufosK. Koufos
347,FA,C,"7'0""",251,5/16/1990, Ognjen  Kuzmic,26.9568788501,Ognjen,Kuzmic,O. KuzmicO. Kuzmic
348,FA,PF,"6'10""",205,11/26/1991, Michale  Kyser,25.4264202601,Michale,Kyser,M. KyserM. Kyser
349,FA,PF,"6'10""",253,4/22/1992, Cady  Lalanne,25.0212183436,Cady,Lalanne,C. LalanneC. Lalanne
350,CHA,G/F,"6'5""",185,5/30/1992, Jeremy  Lamb,24.9171800137,Jeremy,Lamb,J. LambJ. Lamb
351,PHI,F,"6'9""",248,9/19/1983, Carl  Landry,33.6125941136,Carl,Landry,C. LandryC. Landry
352,FA,SF,"6'7""",230,11/01/1985, Marcus  Landry,31.4934976044,Marcus,Landry,M. LandryM. Landry
353,BKN,PG,"5'11""",175,10/02/1992, Shane  Larkin,24.5749486653,Shane,Larkin,S. LarkinS. Larkin
354,DEN,F/C,"6'11""",220,9/30/1991, Joffrey  Lauvergne,25.582477755,Joffrey,Lauvergne,J. LauvergneJ. Lauvergne
355,MIN,G,"6'5""",183,3/10/1995, Zach  LaVine,22.1409993155,Zach,LaVine,Z. LaVineZ. LaVine
356,IND,PG,"5'11""",195,11/03/1987, Ty  Lawson,29.4893908282,Ty,Lawson,T. LawsonT. Lawson
357,FA,SG,"6'7""",200,9/10/1992, Ricky  Ledo,24.6351813826,Ricky,Ledo,R. LedoR. Ledo
358,CHA,G/F,"6'5""",200,10/03/1985, Courtney  Lee,31.5728952772,Courtney,Lee,C. LeeC. Lee
359,DAL,F/C,"6'9""",245,4/29/1983, David  Lee,34.0041067762,David,Lee,D. LeeD. Lee
360,PHX,F/C,"7'1""",260,6/16/1993, Alex  Len,23.871321013,Alex,Len,A. LenA. Len
361,SA,G/F,"6'7""",230,6/29/1991, Kawhi  Leonard,25.8370978782,Kawhi,Leonard,K. LeonardK. Leonard
362,POR,F/C,"7'1""",255,2/27/1992, Meyers  Leonard,25.1718001369,Meyers,Leonard,M. LeonardM. Leonard
363,PHX,F/C,"6'10""",228,5/14/1989, Jon  Leuer,27.961670089,Jon,Leuer,J. LeuerJ. Leuer
364,POR,PG,"6'3""",195,7/15/1990, Damian  Lillard,26.7926078029,Damian,Lillard,D. LillardD. Lillard
365,CHA,G,"6'3""",200,8/23/1988, Jeremy  Lin,28.6844626968,Jeremy,Lin,J. LinJ. Lin
366,FA,SG,"6'4""",178,4/18/1993, Denzel  Livingston,24.0328542094,Denzel,Livingston,D. LivingstonD. Livingston
367,GS,G,"6'7""",182,9/11/1985, Shaun  Livingston,31.6331279945,Shaun,Livingston,S. LivingstonS. Livingston
368,GS,PF,"6'9""",220,2/06/1996, Kevon  Looney,21.2292950034,Kevon,Looney,K. LooneyK. Looney
369,BKN,C,"7'0""",275,4/01/1988, Brook  Lopez,29.0787132101,Brook,Lopez,B. LopezB. Lopez
370,NY,C,"7'0""",265,4/01/1988, Robin  Lopez,29.0787132101,Robin,Lopez,R. LopezR. Lopez
371,CLE,F/C,"6'10""",251,9/07/1988, Kevin  Love,28.643394935,Kevin,Love,K. LoveK. Love
372,TOR,PG,"6'1""",196,3/25/1986, Kyle  Lowry,31.099247091,Kyle,Lowry,K. LowryK. Lowry
373,FA,PG,"5'11""",166,11/21/1982, John  Lucas III,34.4394250513,John,Lucas III,J. Lucas IIIJ. Lucas III
374,UTA,PF,"6'10""",241,11/05/1995, Trey  Lyles,21.4839151266,Trey,Lyles,T. LylesT. Lyles
375,UTA,PG,"6'3""",203,4/22/1990, Shelvin  Mack,27.022587269,Shelvin,Mack,S. MackS. Mack
376,IND,C,"6'11""",255,11/05/1986, Ian  Mahinmi,30.4832306639,Ian,Mahinmi,I. MahinmiI. Mahinmi
377,ORL,G/F,"6'6""",200,9/21/1992, Devyn  Marble,24.605065024,Devyn,Marble,D. MarbleD. Marble
378,FA,G/F,"6'7""",228,5/07/1978, Shawn  Marion,38.9815195072,Shawn,Marion,S. MarionS. Marion
379,SA,C,"7'3""",290,8/15/1988, Boban  Marjanovic,28.7063655031,Boban,Marjanovic,B. MarjanovicB. Marjanovic
380,PHI,PG,"6'4""",200,8/19/1991, Kendall  Marshall,25.697467488,Kendall,Marshall,K. MarshallK. Marshall
381,FA,G/F,"6'7""",220,11/20/1984, Cartier  Martin,32.4407939767,Cartier,Martin,C. MartinC. Martin
382,MEM,PF,"6'10""",235,5/24/1994, Jarell  Martin,22.9349760438,Jarell,Martin,J. MartinJ. Martin
383,SA,G/F,"6'7""",204,2/01/1983, Kevin  Martin,34.2422997947,Kevin,Martin,K. MartinK. Martin
384,DAL,G/F,"6'5""",220,10/14/1986, Wesley  Matthews,30.5434633812,Wesley,Matthews,W. MatthewsW. Matthews
385,FA,F/C,"6'7""",260,2/18/1983, Jason  Maxiell,34.1957563313,Jason,Maxiell,J. MaxiellJ. Maxiell
386,MIL,G,"6'5""",210,11/05/1987, O.J.  Mayo,29.4839151266,O.J.,Mayo,O. MayoO. Mayo
387,LAC,F,"6'8""",230,9/09/1986, Luc Richard  Mbah a Moute,30.6392881588,Luc, Mbah a Moute,L.  Mbah a MouteL.  Mbah a Moute
388,GS,PF,"6'9""",230,1/04/1993, James Michael  McAdoo,24.3175906913,James, McAdoo,J.  McAdooJ.  McAdoo
389,FA,PG,"6'0""",180,5/04/1985, Bo  McCalebb,31.9890485969,Bo,McCalebb,B. McCalebbB. McCalebb
390,MEM,PG,"6'3""",190,6/12/1991, Ray  McCallum,25.8836413415,Ray,McCallum,R. McCallumR. McCallum
391,POR,G,"6'3""",190,9/19/1991, C.J.  McCollum,25.6125941136,C.J.,McCollum,C. McCollumC. McCollum
392,PHI,PG,"6'1""",200,3/25/1992, T.J.  McConnell,25.0978781656,T.J.,McConnell,T. McConnellT. McConnell
393,BKN,PF,"6'9""",210,2/05/1995, Chris  McCullough,22.2313483915,Chris,McCullough,C. McCulloughC. McCullough
394,HOU,SF,"6'6""",205,2/09/1993, K.J.  McDaniels,24.219028063,K.J.,McDaniels,K. McDanielsK. McDaniels
395,CHI,SF,"6'8""",223,1/03/1992, Doug  McDermott,25.3223819302,Doug,McDermott,D. McDermottD. McDermott
396,OKC,F/C,"6'10""",255,6/06/1992, Mitch  McGary,24.8980150582,Mitch,McGary,M. McGaryM. McGary
397,DAL,C,"7'0""",270,1/19/1988, JaVale  McGee,29.2785763176,JaVale,McGee,J. McGeeJ. McGee
398,SAC,SG,"6'5""",195,2/11/1993, Ben  McLemore,24.2135523614,Ben,McLemore,B. McLemoreB. McLemore
399,FA,G,"6'3""",196,6/01/1987, Jerel  McNeal,29.9137577002,Jerel,McNeal,J. McNealJ. McNeal
400,CLE,SG,"6'6""",185,3/28/1991, Jordan  McRae,26.0917180014,Jordan,McRae,J. McRaeJ. McRae
401,MIA,F/C,"6'10""",240,2/28/1987, Josh  McRoberts,30.1683778234,Josh,McRoberts,J. McRobertsJ. McRoberts
402,DET,SG,"6'4""",210,8/21/1987, Jodie  Meeks,29.6919917864,Jodie,Meeks,J. MeeksJ. Meeks
403,DAL,C,"7'2""",235,6/15/1986, Salah  Mejri,30.8747433265,Salah,Mejri,S. MejriS. Mejri
404,BOS,PF,"6'8""",235,7/09/1994, Jordan  Mickey,22.8090349076,Jordan,Mickey,J. MickeyJ. Mickey
405,MIL,G/F,"6'7""",225,8/12/1991, Khris  Middleton,25.7166324435,Khris,Middleton,K. MiddletonK. Middleton
406,IND,G/F,"6'6""",225,3/18/1987, C.J.  Miles,30.1190965092,C.J.,Miles,C. MilesC. Miles
407,SA,G,"6'2""",200,3/19/1976, Andre  Miller,41.1143052704,Andre,Miller,A. MillerA. Miller
408,FA,PF,"6'7""",210,3/06/1993, Malcolm  Miller,24.1505817933,Malcolm,Miller,M. MillerM. Miller
409,DEN,G/F,"6'8""",218,2/19/1980, Mike  Miller,37.1937029432,Mike,Miller,M. MillerM. Miller
410,FA,SF,"6'9""",210,11/18/1992, Quincy  Miller,24.4462696783,Quincy,Miller,Q. MillerQ. Miller
411,SA,PG,"6'0""",185,8/11/1988, Patty  Mills,28.7173169062,Patty,Mills,P. MillsP. Mills
412,UTA,G/F,"6'6""",215,8/12/1987, Elijah  Millsap,29.7166324435,Elijah,Millsap,E. MillsapE. Millsap
413,ATL,F/C,"6'8""",246,2/10/1985, Paul  Millsap,32.2162902122,Paul,Millsap,P. MillsapP. Millsap
414,FA,C,"6'11""",235,12/30/1994, Nikola  Milutinov,22.3326488706,Nikola,Milutinov,N. MilutinovN. Milutinov
415,FA,PF,"6'9""",215,8/11/1988, Nick  Minnerath,28.7173169062,Nick,Minnerath,N. MinnerathN. Minnerath
416,CHI,F,"6'10""",220,2/11/1991, Nikola  Mirotic,26.2149212868,Nikola,Mirotic,N. MiroticN. Mirotic
417,FA,F,"6'9""",240,4/07/1992, Tony  Mitchell,25.0622861054,Tony,Mitchell,T. MitchellT. Mitchell
418,FA,PF,"6'8""",235,3/21/1993, Luka  Mitrovic,24.1095140315,Luka,Mitrovic,L. MitrovicL. Mitrovic
419,OKC,C,"6'10""",250,9/05/1977, Nazr  Mohammed,39.6495550992,Nazr,Mohammed,N. MohammedN. Mohammed
420,MIL,F/C,"6'11""",250,6/04/1990, Greg  Monroe,26.9048596851,Greg,Monroe,G. MonroeG. Monroe
421,POR,SF,"6'7""",190,4/06/1993, Luis  Montero,24.0657084189,Luis,Montero,L. MonteroL. Montero
422,CHI,G,"6'4""",205,2/25/1989, E'Twaun  Moore,28.1752224504,E'Twaun,Moore,E. MooreE. Moore
423,SAC,PF,"6'10""",238,12/24/1991, Eric  Moreland,25.3497604381,Eric,Moreland,E. MorelandE. Moreland
424,FA,G,"6'4""",195,1/03/1991, Darius  Morris,26.3216974675,Darius,Morris,D. MorrisD. Morris
425,DET,F,"6'9""",235,9/02/1989, Marcus  Morris,27.6577686516,Marcus,Morris,M. MorrisM. Morris
426,WSH,F/C,"6'10""",245,9/02/1989, Markieff  Morris,27.6577686516,Markieff,Morris,M. MorrisM. Morris
427,OKC,G/F,"6'6""",210,9/27/1985, Anthony  Morrow,31.5893223819,Anthony,Morrow,A. MorrowA. Morrow
428,HOU,F,"7'0""",222,9/20/1990, Donatas  Motiejunas,26.6091718001,Donatas,Motiejunas,D. MotiejunasD. Motiejunas
429,CLE,C,"7'1""",275,7/16/1986, Timofey  Mozgov,30.7898699521,Timofey,Mozgov,T. MozgovT. Mozgov
430,DEN,PG,"6'5""",200,3/05/1996, Emmanuel  Mudiay,21.1526351814,Emmanuel,Mudiay,E. MudiayE. Mudiay
431,MIN,G/F,"6'6""",227,11/13/1992, Shabazz  Muhammad,24.4599589322,Shabazz,Muhammad,S. MuhammadS. Muhammad
432,MEM,SG,"6'2""",180,6/01/1992, Xavier  Munford,24.9117043121,Xavier,Munford,X. MunfordX. Munford
433,FA,SG,"6'5""",194,11/08/1989, Toure'  Murry,27.4743326489,Toure',Murry,T. MurryT. Murry
434,ATL,F/C,"6'11""",240,7/01/1991, Mike  Muscala,25.8316221766,Mike,Muscala,M. MuscalaM. Muscala
435,LAL,PF,"6'9""",230,1/01/1993, Larry  Nance Jr.,24.3258042437,Larry,Nance Jr.,L. Nance Jr.L. Nance Jr.
436,ORL,PG,"6'1""",175,7/14/1991, Shabazz  Napier,25.7960301164,Shabazz,Napier,S. NapierS. Napier
437,FA,F,"6'9""",200,6/18/1992, Maurice  Ndour,24.8651608487,Maurice,Ndour,M. NdourM. Ndour
438,FA,C,"7'0""",250,7/15/1991, Youssou  Ndoye,25.7932922656,Youssou,Ndoye,Y. NdoyeY. Ndoye
439,WSH,G,"6'4""",210,10/03/1984, Gary  Neal,32.5722108145,Gary,Neal,G. NealG. Neal
440,DEN,PG,"6'0""",200,2/09/1982, Jameer  Nelson,35.2197125257,Jameer,Nelson,J. NelsonJ. Nelson
441,UTA,PG,"6'0""",172,5/19/1992, Raul  Neto,24.9472963723,Raul,Neto,R. NetoR. Neto
442,ORL,PF,"6'9""",250,12/08/1989, Andrew  Nicholson,27.3921971253,Andrew,Nicholson,A. NicholsonA. Nicholson
